flight_id,tail_id,client_id,aircraft,route,departure,flight_hours,passengers,weather,env_factor,hours_since_install_seat,hours_since_install_lighting,hours_since_install_galley,hours_since_install_panel,hours_since_install_water_waste,cycles_since_install_seat,cycles_since_install_lighting,cycles_since_install_galley,cycles_since_install_panel,cycles_since_install_water_waste,latent_seat,latent_lighting,latent_galley,latent_panel,latent_water_waste
FL1784,TAIL1046,AL4,A321,medium,2025-01-02T18:51:59.373034,2.3,132,hot,1.15,7.9,39.4,10.3,5.6,197.2,1,3,1,1,8,0,0,0,1,0
FL1785,TAIL1046,AL4,A321,short,2025-01-03T02:03:22.308769,1.44,124,clear,1.0,8.1,27.7,9.5,7.9,199.5,1,2,1,2,9,0,0,0,1,0
FL1786,TAIL1046,AL4,A321,medium,2025-01-03T05:19:29.750626,4.18,159,cold,1.05,4.9,1.4,9.1,6.2,2.3,1,1,1,2,1,0,0,0,0,0
FL1787,TAIL1046,AL4,A321,short,2025-01-03T14:27:23.133950,1.28,142,cold,1.05,9.1,5.6,13.3,10.4,6.5,2,2,2,3,2,0,0,0,0,0
FL1788,TAIL1046,AL4,A321,long,2025-01-03T18:30:27.187351,7.41,221,cold,1.05,10.3,6.9,14.5,11.7,7.7,3,3,3,4,3,0,0,0,0,0
FL1789,TAIL1046,AL4,A321,long,2025-01-04T03:48:28.554022,7.17,218,rain,1.05,17.7,14.3,22.0,19.1,15.1,4,4,4,5,4,0,0,0,0,0
FL1790,TAIL1046,AL4,A321,medium,2025-01-04T12:31:42.066750,3.69,163,cold,1.05,24.9,21.5,29.1,26.3,22.3,5,5,5,6,5,0,0,0,0,0
FL1791,TAIL1046,AL4,A321,medium,2025-01-04T18:41:23.396782,3.83,160,clear,1.0,20.3,5.4,25.5,3.9,26.0,4,1,3,1,6,0,0,0,0,0
FL1792,TAIL1046,AL4,A321,long,2025-01-05T03:05:53.626077,8.32,223,cold,1.05,24.2,9.2,29.3,7.8,29.8,5,2,4,2,7,0,0,0,0,0
FL1793,TAIL1046,AL4,A321,short,2025-01-05T13:40:27.568626,2.0,151,cold,1.05,32.5,17.5,37.6,16.1,38.2,6,3,5,3,8,0,0,0,0,0
FL1794,TAIL1046,AL4,A321,medium,2025-01-05T17:19:46.728367,4.07,186,rain,1.05,27.2,12.5,39.6,10.5,7.5,5,3,6,2,1,0,0,0,0,0
FL1795,TAIL1046,AL4,A321,short,2025-01-06T00:30:59.142101,1.04,148,cold,1.05,31.3,16.6,43.7,14.6,11.5,6,4,7,3,2,0,0,0,0,0
FL1796,TAIL1046,AL4,A321,medium,2025-01-06T03:02:45.585886,2.92,172,windy,1.1,32.3,7.4,44.7,3.5,12.6,7,1,8,1,3,0,0,0,0,0
FL1797,TAIL1046,AL4,A321,long,2025-01-06T08:35:42.732383,10.88,216,cold,1.05,35.2,10.4,47.6,6.4,15.5,8,2,9,2,4,0,0,0,0,0
FL1798,TAIL1047,AL3,A321,long,2025-01-02T23:00:00,8.71,231,hot,1.15,174.4,19.8,100.5,109.8,109.0,24,24,11,23,19,0,0,0,0,0
FL1799,TAIL1047,AL3,A321,short,2025-01-03T11:44:51.593611,1.23,136,cold,1.05,13.4,20.7,109.2,10.0,117.7,1,14,12,1,20,0,0,0,0,0
FL1800,TAIL1047,AL3,A321,short,2025-01-03T16:31:39.325603,1.28,143,clear,1.0,8.7,7.7,110.5,8.5,71.0,1,1,13,1,16,0,0,0,0,0
FL1801,TAIL1047,AL3,A321,short,2025-01-03T18:49:36.509374,0.91,116,cold,1.05,5.4,2.6,111.7,4.9,72.3,1,1,14,1,17,0,0,0,0,0
FL1802,TAIL1047,AL3,A321,short,2025-01-04T00:11:05.853812,1.73,138,rain,1.05,4.6,8.4,112.6,5.8,3.2,1,1,15,2,1,0,0,0,0,0
FL1803,TAIL1047,AL3,A321,long,2025-01-04T03:00:26.563507,7.69,221,cold,1.05,6.3,10.2,10.6,5.0,6.9,2,1,1,1,1,0,0,0,0,0
FL1804,TAIL1047,AL3,A321,long,2025-01-04T12:18:35.830559,6.31,215,rain,1.05,14.0,17.9,18.3,12.7,14.6,3,2,2,2,2,0,0,0,0,0
FL1805,TAIL1047,AL3,A321,long,2025-01-04T22:50:29.981431,5.71,233,rain,1.05,20.3,24.2,24.6,19.0,20.9,4,3,3,3,3,0,0,0,0,0
FL1806,TAIL1047,AL3,A321,medium,2025-01-05T08:24:05.493402,3.44,156,rain,1.05,26.0,29.9,8.3,15.2,26.6,5,4,1,3,4,0,0,0,0,0
FL1807,TAIL1047,AL3,A321,medium,2025-01-05T14:53:04.236324,3.38,171,clear,1.0,29.4,33.3,11.7,18.7,30.1,6,5,2,4,5,0,0,0,0,0
FL1808,TAIL1047,AL3,A321,long,2025-01-05T23:16:01.670882,8.2,212,rain,1.05,32.8,36.7,15.1,18.0,21.2,7,6,3,4,3,0,0,0,0,0
FL1809,TAIL1047,AL3,A321,long,2025-01-06T10:26:55.045113,9.92,211,cold,1.05,32.2,44.9,15.2,8.6,9.9,5,7,1,1,1,0,0,0,0,0
FL1810,TAIL1047,AL3,A321,long,2025-01-06T23:40:37.929272,7.25,238,windy,1.1,42.1,54.8,25.1,18.5,19.8,6,8,2,2,2,0,0,0,0,0
FL1811,TAIL1047,AL3,A321,long,2025-01-07T10:42:14.689490,5.59,233,hot,1.15,7.9,62.1,19.9,11.9,19.3,1,9,2,1,1,0,0,0,0,0
FL1812,TAIL1047,AL3,A321,medium,2025-01-07T19:21:56.072958,4.33,149,rain,1.05,13.6,52.6,20.9,17.5,13.0,1,7,2,2,1,0,0,0,0,0
FL1813,TAIL1047,AL3,A321,medium,2025-01-08T01:37:24.882991,4.96,170,rain,1.05,12.0,11.4,18.6,10.5,11.2,1,1,2,1,1,0,0,0,0,0
FL1814,TAIL1047,AL3,A321,short,2025-01-08T08:32:24.809863,1.61,126,hot,1.15,16.9,16.3,23.6,15.5,16.1,2,2,3,2,2,0,0,0,0,0
FL1815,TAIL1047,AL3,A321,medium,2025-01-08T13:59:41.804958,4.93,163,hot,1.15,18.5,18.0,25.2,17.1,17.8,3,3,4,3,3,0,0,0,0,0
FL1816,TAIL1047,AL3,A321,medium,2025-01-08T21:43:32.389901,2.1,175,rain,1.05,5.5,7.3,30.1,7.9,16.2,1,1,5,1,3,0,0,0,0,0
FL1817,TAIL1047,AL3,A321,long,2025-01-09T00:52:14.588090,10.28,209,cold,1.05,7.6,9.4,32.2,10.0,18.3,2,2,6,2,4,0,0,0,0,0
FL1818,TAIL1047,AL3,A321,medium,2025-01-09T13:22:56.637535,2.72,153,rain,1.05,17.9,19.7,42.5,20.3,28.6,3,3,7,3,5,0,0,0,0,0
FL1819,TAIL1048,AL1,B737,medium,2025-01-02T19:00:00,3.1,186,cold,1.05,29.4,68.3,168.1,11.6,138.6,7,12,9,25,9,0,0,0,0,1
FL1820,TAIL1048,AL1,B737,medium,2025-01-03T00:49:48.335091,2.17,174,cold,1.05,25.3,55.3,102.7,6.2,9.8,4,9,7,1,1,0,0,0,0,0
FL1821,TAIL1048,AL1,B737,short,2025-01-03T04:06:14.752704,1.76,144,rain,1.05,27.5,8.2,57.3,10.0,11.9,5,1,5,1,2,0,0,0,0,0
FL1822,TAIL1048,AL1,B737,medium,2025-01-03T07:56:39.118793,4.74,144,clear,1.0,29.3,10.0,59.1,11.7,13.7,6,2,6,2,3,0,0,0,0,0
FL1823,TAIL1048,AL1,B737,short,2025-01-03T15:54:25.869727,0.95,140,cold,1.05,34.0,12.9,14.1,16.5,14.4,7,1,1,3,3,0,0,0,0,0
FL1824,TAIL1048,AL1,B737,medium,2025-01-03T18:19:37.307550,3.62,156,cold,1.05,35.0,13.9,15.0,17.4,15.4,8,2,2,4,4,0,0,0,0,0
FL1825,TAIL1048,AL1,B737,medium,2025-01-03T23:00:08.573932,3.17,159,clear,1.0,38.6,13.2,4.3,7.1,15.7,9,2,1,1,3,0,0,0,0,0
FL1826,TAIL1048,AL1,B737,short,2025-01-04T04:58:47.031123,1.17,123,rain,1.05,41.7,16.4,7.4,10.3,18.8,10,3,2,2,4,0,0,0,0,0
FL1827,TAIL1048,AL1,B737,long,2025-01-04T07:43:04.700523,6.92,239,rain,1.05,42.9,17.5,8.6,11.5,20.0,11,4,3,3,5,0,0,0,0,0
FL1828,TAIL1048,AL1,B737,short,2025-01-04T17:24:18.885424,1.74,151,windy,1.1,49.8,24.4,15.5,18.4,26.9,12,5,4,4,6,0,0,0,0,0
FL1829,TAIL1048,AL1,B737,medium,2025-01-04T23:43:45.892213,3.94,157,windy,1.1,7.7,26.2,9.9,9.8,4.1,1,6,2,1,1,0,0,0,0,0
FL1830,TAIL1048,AL1,B737,short,2025-01-05T05:01:30.552692,1.97,145,windy,1.1,11.7,30.1,13.8,13.7,8.1,2,7,3,2,2,0,0,0,0,0
FL1831,TAIL1048,AL1,B737,short,2025-01-05T11:02:10.276502,1.63,133,rain,1.05,13.6,32.1,15.8,15.7,10.0,3,8,4,3,3,0,0,0,0,0
FL1832,TAIL1048,AL1,B737,medium,2025-01-05T14:30:54.803990,3.23,142,clear,1.0,15.3,33.7,17.4,17.3,11.7,4,9,5,4,4,0,0,0,0,0
FL1833,TAIL1048,AL1,B737,long,2025-01-05T21:30:16.793353,5.53,218,cold,1.05,18.5,37.0,20.7,20.6,14.9,5,10,6,5,5,0,0,0,0,0
FL1834,TAIL1048,AL1,B737,medium,2025-01-06T05:57:32.810247,4.88,161,rain,1.05,11.4,42.5,17.5,5.9,20.4,1,11,3,1,6,0,0,0,0,0
FL1835,TAIL1048,AL1,B737,medium,2025-01-06T12:40:49.682487,2.91,143,clear,1.0,16.3,47.4,22.4,10.8,25.3,2,12,4,2,7,0,0,0,0,0
FL1836,TAIL1048,AL1,B737,medium,2025-01-06T19:49:07.593207,4.97,157,rain,1.05,6.4,12.4,6.9,11.0,18.1,1,1,1,1,4,0,0,0,0,0
FL1837,TAIL1049,AL2,A321,short,2025-01-03T01:00:00,1.39,131,clear,1.0,65.0,130.5,96.8,137.2,7.5,9,26,20,9,9,0,0,0,0,0
FL1838,TAIL1049,AL2,A321,long,2025-01-03T06:02:04.588917,6.31,213,rain,1.05,1.7,131.9,64.4,106.9,6.9,1,27,14,4,7,0,0,0,0,0
FL1839,TAIL1049,AL2,A321,short,2025-01-03T14:00:23.358420,1.42,136,windy,1.1,7.2,99.2,7.7,66.5,7.0,1,14,1,3,1,0,0,0,0,0
FL1840,TAIL1049,AL2,A321,short,2025-01-03T18:26:16.135946,1.1,139,windy,1.1,8.6,54.0,9.1,3.3,11.2,2,7,2,1,1,0,0,0,0,0
FL1841,TAIL1049,AL2,A321,medium,2025-01-03T23:09:52.551435,2.9,135,clear,1.0,9.7,55.1,10.2,4.4,12.3,3,8,3,2,2,0,0,0,0,0
FL1842,TAIL1049,AL2,A321,long,2025-01-04T04:06:56.914948,6.32,222,cold,1.05,12.6,58.0,13.1,7.3,15.2,4,9,4,3,3,0,0,0,0,0
FL1843,TAIL1049,AL2,A321,medium,2025-01-04T11:35:22.901093,2.47,173,clear,1.0,18.9,9.7,11.0,11.0,9.3,5,1,1,2,1,0,0,0,0,0
FL1844,TAIL1049,AL2,A321,medium,2025-01-04T17:22:04.130730,2.96,178,clear,1.0,21.4,12.1,13.4,13.5,11.7,6,2,2,3,2,0,0,0,0,0
FL1845,TAIL1049,AL2,A321,short,2025-01-04T22:33:27.768724,1.34,122,rain,1.05,24.4,15.1,16.4,16.5,14.7,7,3,3,4,3,0,0,0,0,0
FL1846,TAIL1049,AL2,A321,medium,2025-01-05T04:21:51.849521,3.14,159,rain,1.05,25.7,16.4,17.7,17.8,16.0,8,4,4,5,4,0,0,0,0,0
FL1847,TAIL1049,AL2,A321,medium,2025-01-05T08:57:21.535425,3.44,154,cold,1.05,28.8,19.6,20.8,20.9,19.2,9,5,5,6,5,0,0,0,0,0
FL1848,TAIL1049,AL2,A321,medium,2025-01-05T13:45:34.717027,4.8,163,clear,1.0,23.6,12.4,12.9,24.4,6.6,6,1,1,7,1,0,0,0,0,0
FL1849,TAIL1049,AL2,A321,short,2025-01-05T22:45:49.497350,1.39,143,hot,1.15,28.4,17.2,17.7,29.2,11.4,7,2,2,8,2,0,0,0,0,0
FL1850,TAIL1049,AL2,A321,short,2025-01-06T03:40:52.575715,1.21,114,hot,1.15,29.8,18.6,19.0,30.6,12.8,8,3,3,9,3,0,0,0,0,0
FL1851,TAIL1049,AL2,A321,medium,2025-01-06T06:23:55.749769,4.15,144,windy,1.1,9.5,5.5,2.9,31.8,9.5,1,1,1,10,1,0,0,0,0,0
FL1852,TAIL1049,AL2,A321,long,2025-01-06T15:26:36.116580,6.5,212,rain,1.05,13.6,9.7,7.0,35.9,13.6,2,2,2,11,2,0,0,0,0,0
FL1853,TAIL1049,AL2,A321,long,2025-01-07T00:08:52.536325,8.52,221,cold,1.05,20.1,16.2,13.5,42.4,20.1,3,3,3,12,3,0,0,0,0,0
FL1854,TAIL1049,AL2,A321,medium,2025-01-07T11:20:57.951153,4.59,161,rain,1.05,28.6,24.7,22.0,51.0,28.6,4,4,4,13,4,0,0,0,0,0
FL1855,TAIL1049,AL2,A321,medium,2025-01-07T18:28:58.659017,4.26,176,windy,1.1,5.1,18.4,26.6,55.5,14.6,1,3,5,14,1,0,0,0,0,0
FL1856,TAIL1050,AL1,B737,short,2025-01-01T08:00:00,1.95,140,hot,1.15,21.8,76.2,197.2,16.7,115.9,24,30,1,26,20,0,0,0,0,0
FL1857,TAIL1050,AL1,B737,long,2025-01-01T12:13:33.558469,9.75,228,windy,1.1,23.7,78.2,11.5,6.7,7.7,25,31,1,1,1,0,0,0,0,0
FL1858,TAIL1050,AL1,B737,medium,2025-01-01T23:37:18.689389,3.45,162,clear,1.0,12.4,17.4,16.0,10.8,17.4,1,1,1,1,2,0,0,0,0,0
FL1859,TAIL1050,AL1,B737,medium,2025-01-02T07:12:59.086924,3.28,160,hot,1.15,15.9,20.8,19.5,14.3,20.9,2,2,2,2,3,0,0,0,0,0
FL1860,TAIL1050,AL1,B737,medium,2025-01-02T14:08:20.133755,4.63,152,cold,1.05,19.1,24.1,22.8,17.6,24.2,3,3,3,3,4,0,0,0,0,0
FL1861,TAIL1050,AL1,B737,long,2025-01-02T20:12:50.514707,9.02,212,rain,1.05,23.8,28.8,27.4,22.2,28.8,4,4,4,4,5,0,0,0,0,0
FL1862,TAIL1050,AL1,B737,long,2025-01-03T08:12:20.340377,7.75,219,cold,1.05,24.6,37.8,36.4,21.9,17.4,3,5,5,3,1,0,0,0,0,0
FL1863,TAIL1050,AL1,B737,short,2025-01-03T18:29:21.814108,1.54,141,windy,1.1,32.3,45.5,26.9,29.6,25.1,4,6,3,4,2,0,0,0,0,0
FL1864,TAIL1050,AL1,B737,medium,2025-01-03T23:14:45.436649,2.72,151,hot,1.15,33.9,47.1,8.1,21.2,14.9,5,7,1,3,2,0,0,0,0,0
FL1865,TAIL1050,AL1,B737,short,2025-01-04T05:15:37.695865,1.1,140,clear,1.0,4.1,12.6,10.8,7.1,14.0,1,1,2,1,2,0,0,0,0,0
FL1866,TAIL1050,AL1,B737,short,2025-01-04T10:03:22.748786,1.34,138,hot,1.15,5.2,13.7,11.9,8.2,15.1,2,2,3,2,3,0,0,0,0,0
FL1867,TAIL1050,AL1,B737,short,2025-01-04T13:56:15.336519,0.91,123,hot,1.15,6.5,15.1,13.3,9.6,16.4,3,3,4,3,4,0,0,0,0,0
FL1868,TAIL1050,AL1,B737,long,2025-01-04T17:38:35.146216,8.08,204,cold,1.05,7.4,16.0,14.2,10.5,17.3,4,4,5,4,5,0,0,0,0,0
FL1869,TAIL1050,AL1,B737,short,2025-01-05T03:04:48.302902,1.49,155,windy,1.1,15.5,24.1,22.3,18.6,25.4,5,5,6,5,6,0,0,0,0,0
FL1870,TAIL1050,AL1,B737,medium,2025-01-05T09:27:49.859281,3.22,154,windy,1.1,5.7,16.5,23.8,4.9,15.5,1,4,7,1,5,0,0,0,0,0
FL1871,TAIL1051,AL4,A320,medium,2025-01-01T21:00:00,4.06,149,clear,1.0,69.3,57.0,94.0,44.6,187.5,16,2,4,10,29,1,1,0,0,0
FL1872,TAIL1051,AL4,A320,short,2025-01-02T03:35:34.726956,1.0,133,clear,1.0,11.0,61.0,98.1,31.6,13.0,1,3,5,8,1,1,1,0,0,0
FL1873,TAIL1051,AL4,A320,medium,2025-01-02T08:49:44.903415,2.3,170,windy,1.1,6.3,9.3,3.3,20.0,2.1,1,1,1,6,1,1,1,0,0,0
FL1874,TAIL1051,AL4,A320,medium,2025-01-02T12:20:38.312290,4.0,154,cold,1.05,8.5,11.6,5.6,22.3,4.4,2,2,2,7,2,1,1,0,0,0
FL1875,TAIL1051,AL4,A320,short,2025-01-02T19:02:00.327337,1.95,131,hot,1.15,12.5,15.6,9.6,26.3,8.4,3,3,3,8,3,1,1,0,0,0
FL1876,TAIL1051,AL4,A320,long,2025-01-02T22:16:07.527219,8.82,225,cold,1.05,14.5,17.6,11.6,28.3,10.3,4,4,4,9,4,1,1,0,0,0
FL1877,TAIL1051,AL4,A320,medium,2025-01-03T11:57:58.939289,4.2,159,hot,1.15,23.3,26.4,20.4,37.1,19.1,5,5,5,10,5,1,1,0,0,0
FL1878,TAIL1051,AL4,A320,medium,2025-01-03T19:40:56.465454,2.16,149,cold,1.05,6.5,21.3,24.6,32.3,10.4,1,4,6,6,1,1,1,0,0,0
FL1879,TAIL1051,AL4,A320,medium,2025-01-04T02:19:55.961192,2.97,165,clear,1.0,8.7,23.5,26.8,34.5,12.6,2,5,7,7,2,1,1,0,0,0
FL1880,TAIL1051,AL4,A320,long,2025-01-04T08:48:40.363765,8.06,220,cold,1.05,10.5,16.4,10.7,8.9,10.5,1,4,1,1,2,0,1,0,0,0
FL1881,TAIL1051,AL4,A320,medium,2025-01-04T17:52:20.991067,2.06,181,hot,1.15,18.5,24.4,18.7,17.0,18.5,2,5,2,2,3,0,1,0,0,0
FL1882,TAIL1051,AL4,A320,short,2025-01-04T23:05:06.163487,1.98,129,cold,1.05,3.4,3.1,20.8,9.1,20.6,1,1,3,1,4,0,0,0,0,0
FL1883,TAIL1051,AL4,A320,short,2025-01-05T02:04:13.238194,1.22,120,rain,1.05,5.3,5.1,22.8,11.1,22.6,2,2,4,2,5,0,0,0,0,0
FL1884,TAIL1051,AL4,A320,medium,2025-01-05T06:34:36.580784,3.94,164,cold,1.05,6.6,6.3,24.0,12.3,23.8,3,3,5,3,6,0,0,0,0,0
FL1885,TAIL1051,AL4,A320,short,2025-01-05T14:41:41.966749,1.77,147,clear,1.0,10.5,10.3,27.9,16.3,27.7,4,4,6,4,7,0,0,0,0,0
FL1886,TAIL1051,AL4,A320,short,2025-01-05T19:35:38.770375,1.64,136,cold,1.05,12.3,12.1,29.7,18.0,29.5,5,5,7,5,8,0,0,0,0,0
FL1887,TAIL1051,AL4,A320,long,2025-01-06T01:02:19.425796,5.04,208,rain,1.05,9.0,10.5,22.6,4.1,8.6,4,3,4,1,1,0,0,0,0,0
FL1888,TAIL1051,AL4,A320,short,2025-01-06T08:24:15.794463,1.99,154,clear,1.0,14.1,15.6,27.6,9.2,13.6,5,4,5,2,2,0,0,0,0,0
FL1889,TAIL1051,AL4,A320,short,2025-01-06T12:20:54.630028,1.58,129,rain,1.05,16.1,17.6,29.6,11.2,15.6,6,5,6,3,3,0,0,0,0,0
FL1890,TAIL1051,AL4,A320,short,2025-01-06T17:59:41.243636,1.68,117,hot,1.15,17.6,19.2,31.2,12.8,17.2,7,6,7,4,4,0,0,0,0,0
FL1891,TAIL1051,AL4,A320,medium,2025-01-06T23:03:43.661767,4.38,170,windy,1.1,4.0,16.0,7.0,7.9,8.1,1,3,1,1,1,0,0,0,0,0
FL1892,TAIL1051,AL4,A320,long,2025-01-07T05:43:27.068759,6.42,219,cold,1.05,8.3,20.4,11.4,12.3,12.4,2,4,2,2,2,0,0,0,0,0
FL1893,TAIL1051,AL4,A320,medium,2025-01-07T15:20:26.315361,3.3,150,hot,1.15,14.8,26.8,17.8,18.7,18.9,3,5,3,3,3,0,0,0,0,0
FL1894,TAIL1051,AL4,A320,short,2025-01-07T22:04:30.240437,1.1,112,windy,1.1,18.1,4.4,21.1,12.8,7.5,4,1,4,1,1,0,0,0,0,0
FL1895,TAIL1051,AL4,A320,medium,2025-01-08T02:20:04.547916,4.5,157,rain,1.05,19.2,5.5,22.2,13.9,8.6,5,2,5,2,2,0,0,0,0,0
FL1896,TAIL1052,AL3,A321,long,2025-01-03T18:00:00,5.53,223,rain,1.05,195.2,99.0,12.6,28.1,20.2,9,14,0,21,14,0,0,0,0,0
FL1897,TAIL1052,AL3,A321,long,2025-01-04T04:25:06.238964,7.09,224,hot,1.15,200.7,12.7,6.1,14.3,25.8,10,1,1,1,15,0,0,0,0,0
FL1898,TAIL1052,AL3,A321,medium,2025-01-04T14:40:02.169313,4.68,162,cold,1.05,125.2,14.8,9.5,16.3,9.2,5,1,1,1,1,0,0,0,0,0
FL1899,TAIL1052,AL3,A321,long,2025-01-04T22:38:20.857817,6.85,216,windy,1.1,10.4,7.1,14.2,8.1,9.6,1,1,2,1,1,0,0,0,0,0
FL1900,TAIL1052,AL3,A321,short,2025-01-05T09:30:51.052912,1.74,144,clear,1.0,17.2,13.9,21.0,14.9,16.5,2,2,3,2,2,0,0,0,0,0
FL1901,TAIL1052,AL3,A321,short,2025-01-05T16:08:10.563478,1.56,123,clear,1.0,19.0,15.7,22.8,16.7,18.2,3,3,4,3,3,0,0,0,0,0
FL1902,TAIL1052,AL3,A321,long,2025-01-05T18:56:55.752490,9.32,212,hot,1.15,20.5,17.2,24.3,18.2,19.8,4,4,5,4,4,0,0,0,0,0
FL1903,TAIL1052,AL3,A321,long,2025-01-06T08:23:15.108906,6.43,215,hot,1.15,29.8,26.5,33.6,27.6,29.1,5,5,6,5,5,0,0,0,0,0
FL1904,TAIL1052,AL3,A321,medium,2025-01-06T18:23:16.492281,3.1,166,windy,1.1,22.6,15.9,13.4,9.7,7.1,3,1,1,1,1,0,0,0,0,0
FL1905,TAIL1052,AL3,A321,medium,2025-01-07T01:31:37.613194,2.9,169,clear,1.0,25.7,19.0,16.5,12.8,10.2,4,2,2,2,2,0,0,0,0,0
FL1906,TAIL1052,AL3,A321,long,2025-01-07T07:16:53.829205,9.19,244,windy,1.1,28.6,21.9,19.4,15.7,13.1,5,3,3,3,3,0,0,0,0,0
FL1907,TAIL1052,AL3,A321,medium,2025-01-07T17:53:17.752101,2.82,146,clear,1.0,11.2,16.1,12.8,24.9,22.3,1,1,1,4,4,0,0,0,0,0
FL1908,TAIL1052,AL3,A321,long,2025-01-07T21:46:17.991525,9.31,216,rain,1.05,14.1,19.0,15.7,27.7,25.1,2,2,2,5,5,0,0,0,0,0
FL1909,TAIL1052,AL3,A321,short,2025-01-08T08:12:50.229519,1.58,107,clear,1.0,23.4,28.3,25.0,37.0,34.5,3,3,3,6,6,0,0,0,0,0
FL1910,TAIL1052,AL3,A321,long,2025-01-08T11:24:35.012275,6.44,227,cold,1.05,25.0,10.5,26.6,25.1,36.0,4,1,4,5,7,0,0,0,0,0
FL1911,TAIL1052,AL3,A321,long,2025-01-08T19:53:46.652343,5.75,237,cold,1.05,24.6,13.6,11.5,19.3,13.8,3,1,1,4,1,0,0,0,0,0
FL1912,TAIL1052,AL3,A321,medium,2025-01-09T06:32:06.547218,2.16,199,hot,1.15,30.4,19.4,17.2,25.1,19.5,4,2,2,5,2,0,0,0,0,0
FL1913,TAIL1052,AL3,A321,long,2025-01-09T11:56:48.496989,9.61,204,rain,1.05,7.9,21.5,4.4,9.9,21.7,1,3,1,1,3,0,0,0,0,0
FL1914,TAIL1052,AL3,A321,long,2025-01-10T00:16:09.647059,9.54,232,clear,1.0,17.5,31.1,14.0,19.5,31.3,2,4,2,2,4,0,0,0,0,0
FL1915,TAIL1053,AL2,B737,long,2025-01-04T02:00:00,5.83,215,rain,1.05,167.2,70.5,105.6,186.9,135.4,18,25,4,24,21,0,0,0,0,0
FL1916,TAIL1053,AL2,B737,medium,2025-01-04T09:04:41.859727,2.91,155,rain,1.05,12.4,12.8,70.4,104.6,112.2,1,1,3,12,11,0,0,0,0,0
FL1917,TAIL1053,AL2,B737,medium,2025-01-04T16:42:32.715352,4.22,161,cold,1.05,11.2,12.3,51.1,65.2,71.6,1,1,2,7,8,0,0,0,0,0
FL1918,TAIL1053,AL2,B737,long,2025-01-05T01:39:52.768905,10.58,230,clear,1.0,15.5,11.9,12.2,69.4,13.3,2,1,1,8,1,0,0,0,0,0
FL1919,TAIL1053,AL2,B737,short,2025-01-05T17:09:48.039110,1.54,122,cold,1.05,17.6,14.3,22.8,60.1,17.4,1,1,2,6,1,0,0,0,0,0
FL1920,TAIL1053,AL2,B737,short,2025-01-05T20:47:10.280507,1.47,122,cold,1.05,4.1,2.7,17.5,5.6,2.5,1,1,2,1,1,0,0,0,0,0
FL1921,TAIL1053,AL2,B737,short,2025-01-06T03:13:02.858260,1.48,134,rain,1.05,5.6,4.2,19.0,7.1,3.9,2,2,3,2,2,0,0,0,0,0
FL1922,TAIL1053,AL2,B737,short,2025-01-06T08:12:38.619138,1.64,153,clear,1.0,7.0,5.7,20.5,8.5,5.4,3,3,4,3,3,0,0,0,0,0
FL1923,TAIL1053,AL2,B737,short,2025-01-06T13:21:43.174016,1.51,142,clear,1.0,8.7,7.3,22.1,10.2,7.1,4,4,5,4,4,0,0,0,0,0
FL1924,TAIL1053,AL2,B737,medium,2025-01-06T16:20:13.944094,2.43,154,windy,1.1,10.2,8.8,23.6,11.7,8.6,5,5,6,5,5,0,0,0,0,0
FL1925,TAIL1053,AL2,B737,short,2025-01-06T22:16:51.996783,1.14,132,rain,1.05,12.6,11.3,26.0,14.1,11.0,6,6,7,6,6,0,0,0,0,0
FL1926,TAIL1053,AL2,B737,medium,2025-01-07T02:12:28.779025,4.52,196,windy,1.1,13.8,12.4,27.2,15.3,12.1,7,7,8,7,7,0,0,0,0,0
FL1927,TAIL1053,AL2,B737,medium,2025-01-07T09:10:25.453133,2.76,165,windy,1.1,18.3,16.9,31.7,19.8,16.7,8,8,9,8,8,0,0,0,0,0
FL1928,TAIL1053,AL2,B737,medium,2025-01-07T13:48:29.895537,3.22,158,cold,1.05,21.0,11.4,19.3,13.2,12.1,9,5,6,4,1,0,0,0,0,0
FL1929,TAIL1053,AL2,B737,long,2025-01-07T19:56:55.201030,5.06,215,clear,1.0,24.3,14.6,22.5,16.5,15.4,10,6,7,5,2,0,0,0,0,0
FL1930,TAIL1053,AL2,B737,long,2025-01-08T03:14:26.555155,9.74,193,cold,1.05,29.3,19.7,27.5,21.5,20.4,11,7,8,6,3,0,0,0,0,0
FL1931,TAIL1053,AL2,B737,medium,2025-01-08T14:11:07.978813,2.89,164,cold,1.05,14.8,17.4,23.8,31.3,25.1,1,1,6,7,2,0,0,0,0,0
FL1932,TAIL1053,AL2,B737,long,2025-01-08T20:04:42.564702,7.03,207,hot,1.15,4.3,5.4,20.0,10.9,10.9,1,1,5,1,1,0,0,0,0,0
FL1933,TAIL1053,AL2,B737,medium,2025-01-09T07:26:39.222797,3.96,172,hot,1.15,11.3,12.4,27.0,17.9,17.9,2,2,6,2,2,0,0,0,0,0
FL1934,TAIL1053,AL2,B737,long,2025-01-09T14:34:37.465543,8.48,212,cold,1.05,15.3,16.3,31.0,21.9,21.9,3,3,7,3,3,0,0,0,0,0
FL1935,TAIL1053,AL2,B737,medium,2025-01-10T03:13:45.323605,4.0,168,cold,1.05,23.8,24.8,39.4,30.4,30.4,4,4,8,4,4,0,0,0,0,0
FL1936,TAIL1053,AL2,B737,short,2025-01-10T12:07:27.494324,1.2,111,hot,1.15,27.8,18.0,43.4,34.3,22.7,5,4,9,5,4,0,0,0,0,0
