flight_id,tail_id,client_id,maintenance_needed,hazard_score,pred_time_to_failure_hours
FL3679,TAIL1155,AL1,0,0.663,65.0
FL3680,TAIL1155,AL1,0,0.683,63.7
FL3681,TAIL1155,AL1,0,0.753,56.1
FL3682,TAIL1155,AL1,1,0.882,33.2
FL3683,TAIL1155,AL1,0,0.684,61.7
FL3684,TAIL1155,AL1,0,0.773,46.5
FL3685,TAIL1155,AL1,1,1.095,66.0
FL3686,TAIL1156,AL1,1,1.8,33.3
FL3687,TAIL1156,AL1,1,1.485,40.1
FL3688,TAIL1156,AL1,1,1.204,52.2
FL3689,TAIL1156,AL1,0,0.441,82.6
FL3690,TAIL1156,AL1,0,0.496,76.7
FL3691,TAIL1156,AL1,0,0.758,75.0
FL3692,TAIL1156,AL1,0,0.831,70.5
FL3693,TAIL1156,AL1,0,0.519,84.5
FL3694,TAIL1156,AL1,0,0.653,73.0
FL3695,TAIL1156,AL1,0,0.624,60.7
FL3696,TAIL1156,AL1,0,0.662,69.3
FL3697,TAIL1156,AL1,0,0.838,58.5
FL3698,TAIL1156,AL1,0,0.558,72.7
FL3699,TAIL1157,AL2,1,1.8,34.9
FL3700,TAIL1157,AL2,1,0.877,59.1
FL3701,TAIL1157,AL2,0,0.49,111.5
FL3702,TAIL1157,AL2,0,0.778,67.5
FL3703,TAIL1157,AL2,0,0.814,57.8
FL3704,TAIL1157,AL2,1,0.873,67.2
FL3705,TAIL1157,AL2,0,0.827,75.8
FL3706,TAIL1157,AL2,1,0.888,47.7
FL3707,TAIL1157,AL2,0,0.653,97.7
FL3708,TAIL1157,AL2,0,0.662,60.2
FL3709,TAIL1157,AL2,0,0.639,76.8
FL3710,TAIL1157,AL2,0,0.715,69.9
FL3711,TAIL1157,AL2,0,0.788,23.3
FL3712,TAIL1157,AL2,1,0.867,51.3
FL3713,TAIL1158,AL2,1,1.8,41.3
FL3714,TAIL1158,AL2,1,1.8,30.0
FL3715,TAIL1158,AL2,1,1.048,69.2
FL3716,TAIL1158,AL2,0,0.424,84.1
FL3717,TAIL1158,AL2,0,0.667,51.7
FL3718,TAIL1158,AL2,0,0.746,64.9
FL3719,TAIL1158,AL2,0,0.734,61.5
FL3720,TAIL1158,AL2,0,0.83,78.8
FL3721,TAIL1158,AL2,0,0.401,81.7
FL3722,TAIL1158,AL2,0,0.477,82.4
FL3723,TAIL1158,AL2,0,0.658,62.6
FL3724,TAIL1158,AL2,0,0.659,70.0
FL3725,TAIL1158,AL2,0,0.759,64.9
FL3726,TAIL1158,AL2,1,0.866,50.7
FL3727,TAIL1158,AL2,0,0.605,73.0
FL3728,TAIL1158,AL2,0,0.776,74.3
FL3729,TAIL1158,AL2,1,0.966,51.6
FL3730,TAIL1158,AL2,0,0.64,66.1
FL3731,TAIL1158,AL2,0,0.849,62.9
FL3732,TAIL1158,AL2,0,0.472,57.8
FL3733,TAIL1158,AL2,0,0.564,58.7
FL3734,TAIL1159,AL1,1,1.8,36.3
FL3735,TAIL1159,AL1,1,1.167,53.1
FL3736,TAIL1159,AL1,1,1.187,28.5
FL3737,TAIL1159,AL1,0,0.712,87.0
FL3738,TAIL1159,AL1,0,0.799,70.3
FL3739,TAIL1159,AL1,1,0.913,41.3
FL3740,TAIL1159,AL1,0,0.48,77.9
FL3741,TAIL1159,AL1,0,0.543,68.7
FL3742,TAIL1159,AL1,0,0.677,74.0
FL3743,TAIL1159,AL1,1,0.97,50.8
FL3744,TAIL1159,AL1,0,0.756,73.3
FL3745,TAIL1159,AL1,0,0.734,38.7
FL3746,TAIL1159,AL1,1,0.902,64.4
FL3747,TAIL1159,AL1,0,0.608,57.7
FL3748,TAIL1159,AL1,1,0.955,60.9
FL3749,TAIL1159,AL1,0,0.514,54.7
FL3750,TAIL1159,AL1,0,0.588,104.3
FL3751,TAIL1159,AL1,0,0.635,70.5
FL3752,TAIL1159,AL1,0,0.751,62.0
FL3753,TAIL1159,AL1,0,0.823,59.6
FL3754,TAIL1159,AL1,0,0.603,58.7
FL3755,TAIL1159,AL1,0,0.677,44.0
FL3756,TAIL1159,AL1,0,0.707,38.7
FL3757,TAIL1160,AL2,1,1.8,28.9
FL3758,TAIL1160,AL2,1,1.772,37.8
FL3759,TAIL1160,AL2,1,1.296,28.6
FL3760,TAIL1160,AL2,0,0.673,68.2
FL3761,TAIL1160,AL2,0,0.668,69.9
FL3762,TAIL1160,AL2,0,0.801,72.1
FL3763,TAIL1160,AL2,0,0.694,71.0
FL3764,TAIL1160,AL2,0,0.863,53.6
FL3765,TAIL1160,AL2,0,0.387,88.1
FL3766,TAIL1160,AL2,0,0.544,83.4
FL3767,TAIL1161,AL3,1,1.8,32.1
FL3768,TAIL1161,AL3,1,1.8,55.5
FL3769,TAIL1161,AL3,0,0.34,105.8
FL3770,TAIL1161,AL3,0,0.643,52.9
FL3771,TAIL1161,AL3,0,0.818,53.3
FL3772,TAIL1161,AL3,0,0.459,72.3
FL3773,TAIL1161,AL3,0,0.537,80.6
FL3774,TAIL1161,AL3,0,0.722,73.3
FL3775,TAIL1161,AL3,1,1.003,43.0
FL3776,TAIL1161,AL3,0,0.632,80.4
FL3777,TAIL1161,AL3,1,0.912,51.1
FL3778,TAIL1161,AL3,1,0.949,50.9
FL3779,TAIL1161,AL3,1,0.928,58.8
FL3780,TAIL1161,AL3,0,0.673,62.7
FL3781,TAIL1161,AL3,1,1.05,60.9
FL3782,TAIL1161,AL3,0,0.647,72.7
FL3783,TAIL1162,AL2,1,1.8,31.5
FL3784,TAIL1162,AL2,1,1.8,21.2
FL3785,TAIL1162,AL2,1,1.455,53.5
FL3786,TAIL1162,AL2,1,1.161,28.5
FL3787,TAIL1162,AL2,0,0.641,58.2
FL3788,TAIL1162,AL2,0,0.651,67.4
FL3789,TAIL1162,AL2,0,0.711,62.4
FL3790,TAIL1162,AL2,1,0.873,34.7
FL3791,TAIL1162,AL2,0,0.733,50.7
FL3792,TAIL1162,AL2,1,0.865,58.9
FL3793,TAIL1162,AL2,0,0.769,59.6
FL3794,TAIL1162,AL2,0,0.674,71.8
FL3795,TAIL1162,AL2,1,0.873,60.1
FL3796,TAIL1162,AL2,0,0.509,80.1
FL3797,TAIL1162,AL2,0,0.647,78.4
FL3798,TAIL1162,AL2,0,0.734,63.8
FL3799,TAIL1163,AL1,1,1.8,47.2
FL3800,TAIL1163,AL1,0,0.434,87.7
FL3801,TAIL1163,AL1,0,0.493,97.1
FL3802,TAIL1163,AL1,0,0.586,66.9
FL3803,TAIL1163,AL1,0,0.66,57.0
FL3804,TAIL1163,AL1,0,0.716,71.3
FL3805,TAIL1163,AL1,1,0.886,64.7
FL3806,TAIL1163,AL1,1,0.89,52.8
FL3807,TAIL1163,AL1,0,0.638,63.1
FL3808,TAIL1163,AL1,0,0.628,70.3
FL3809,TAIL1163,AL1,0,0.657,48.1
FL3810,TAIL1163,AL1,1,0.933,67.4
FL3811,TAIL1163,AL1,0,0.707,67.1
FL3812,TAIL1163,AL1,1,0.952,56.0
FL3813,TAIL1163,AL1,0,0.493,90.3
FL3814,TAIL1163,AL1,0,0.466,90.5
FL3815,TAIL1163,AL1,0,0.508,74.5
FL3816,TAIL1164,AL3,1,1.8,31.5
FL3817,TAIL1164,AL3,1,1.799,43.5
FL3818,TAIL1164,AL3,0,0.375,105.1
FL3819,TAIL1164,AL3,0,0.501,65.0
FL3820,TAIL1164,AL3,0,0.555,71.0
FL3821,TAIL1164,AL3,0,0.78,48.2
FL3822,TAIL1164,AL3,0,0.565,74.5
FL3823,TAIL1164,AL3,0,0.677,52.0
FL3824,TAIL1164,AL3,1,0.893,64.7
FL3825,TAIL1164,AL3,0,0.725,73.2
FL3826,TAIL1164,AL3,1,0.936,53.9
FL3827,TAIL1164,AL3,0,0.744,71.4
FL3828,TAIL1164,AL3,1,0.896,59.8
FL3829,TAIL1164,AL3,0,0.847,78.7
FL3830,TAIL1164,AL3,1,0.873,56.1
FL3831,TAIL1164,AL3,0,0.794,63.3
FL3832,TAIL1164,AL3,0,0.779,63.0
FL3833,TAIL1164,AL3,1,1.054,36.6
FL3834,TAIL1165,AL1,1,1.8,16.8
FL3835,TAIL1165,AL1,1,1.8,34.6
FL3836,TAIL1165,AL1,1,1.663,45.4
FL3837,TAIL1165,AL1,1,1.08,52.5
FL3838,TAIL1165,AL1,0,0.57,77.2
FL3839,TAIL1165,AL1,0,0.722,71.4
FL3840,TAIL1165,AL1,0,0.703,80.9
FL3841,TAIL1165,AL1,0,0.803,67.1
FL3842,TAIL1165,AL1,0,0.494,83.7
FL3843,TAIL1165,AL1,0,0.593,86.0
FL3844,TAIL1165,AL1,0,0.631,86.8
FL3845,TAIL1165,AL1,0,0.726,61.5
FL3846,TAIL1165,AL1,1,0.887,62.2
FL3847,TAIL1165,AL1,0,0.608,75.4
FL3848,TAIL1165,AL1,0,0.701,68.1
FL3849,TAIL1165,AL1,0,0.667,86.2
FL3850,TAIL1165,AL1,0,0.717,69.0
FL3851,TAIL1165,AL1,0,0.826,55.0
FL3852,TAIL1165,AL1,0,0.768,53.6
FL3853,TAIL1165,AL1,0,0.748,53.2
FL3854,TAIL1165,AL1,0,0.819,54.7
FL3855,TAIL1166,AL3,1,1.8,48.6
FL3856,TAIL1166,AL3,0,0.547,87.1
FL3857,TAIL1166,AL3,0,0.789,58.3
FL3858,TAIL1166,AL3,1,0.905,63.4
FL3859,TAIL1166,AL3,0,0.825,57.9
FL3860,TAIL1166,AL3,1,0.97,66.9
FL3861,TAIL1166,AL3,1,0.903,64.3
FL3862,TAIL1166,AL3,0,0.586,79.0
FL3863,TAIL1166,AL3,0,0.706,79.8
FL3864,TAIL1166,AL3,1,0.995,55.3
FL3865,TAIL1166,AL3,0,0.621,64.2
FL3866,TAIL1166,AL3,1,0.947,57.3
FL3867,TAIL1166,AL3,0,0.696,78.5
FL3868,TAIL1166,AL3,1,0.896,73.1
FL3869,TAIL1166,AL3,0,0.839,62.9
FL3870,TAIL1166,AL3,0,0.571,81.0
FL3871,TAIL1166,AL3,0,0.857,53.9
FL3872,TAIL1166,AL3,1,0.879,60.0
FL3873,TAIL1167,AL2,1,1.8,35.9
FL3874,TAIL1167,AL2,1,1.573,25.0
FL3875,TAIL1167,AL2,0,0.462,75.6
FL3876,TAIL1167,AL2,0,0.6,59.6
FL3877,TAIL1167,AL2,0,0.846,66.8
FL3878,TAIL1167,AL2,0,0.415,81.0
FL3879,TAIL1167,AL2,0,0.579,71.8
FL3880,TAIL1167,AL2,1,0.864,46.2
FL3881,TAIL1167,AL2,0,0.375,105.7
FL3882,TAIL1167,AL2,0,0.414,107.5
FL3883,TAIL1167,AL2,0,0.529,92.6
FL3884,TAIL1167,AL2,0,0.71,77.4
FL3885,TAIL1167,AL2,0,0.745,60.4
FL3886,TAIL1167,AL2,0,0.704,64.6
FL3887,TAIL1167,AL2,0,0.846,57.6
FL3888,TAIL1167,AL2,0,0.56,90.1
FL3889,TAIL1167,AL2,0,0.652,67.2
FL3890,TAIL1167,AL2,0,0.632,74.6
FL3891,TAIL1167,AL2,0,0.727,67.1
FL3892,TAIL1167,AL2,0,0.839,58.9
FL3893,TAIL1167,AL2,0,0.588,81.5
FL3894,TAIL1168,AL2,1,1.8,12.6
FL3895,TAIL1168,AL2,0,0.632,65.4
FL3896,TAIL1168,AL2,0,0.679,68.4
FL3897,TAIL1168,AL2,0,0.645,46.5
FL3898,TAIL1168,AL2,0,0.724,59.6
FL3899,TAIL1168,AL2,0,0.828,70.2
FL3900,TAIL1168,AL2,0,0.56,66.3
FL3901,TAIL1168,AL2,0,0.525,83.2
FL3902,TAIL1168,AL2,0,0.539,90.0
FL3903,TAIL1168,AL2,0,0.74,61.0
FL3904,TAIL1168,AL2,0,0.808,80.7
FL3905,TAIL1168,AL2,0,0.723,59.4
FL3906,TAIL1168,AL2,0,0.645,88.0
FL3907,TAIL1168,AL2,0,0.77,57.5
FL3908,TAIL1168,AL2,0,0.366,97.7
FL3909,TAIL1168,AL2,0,0.451,75.9
FL3910,TAIL1168,AL2,0,0.568,95.8
FL3911,TAIL1168,AL2,0,0.67,66.3
FL3912,TAIL1168,AL2,1,1.02,58.4
FL3913,TAIL1168,AL2,0,0.603,63.1
FL3914,TAIL1168,AL2,0,0.591,91.5
FL3915,TAIL1168,AL2,0,0.689,69.2
FL3916,TAIL1169,AL4,1,1.8,50.6
FL3917,TAIL1169,AL4,1,1.8,41.3
FL3918,TAIL1169,AL4,0,0.48,100.3
FL3919,TAIL1169,AL4,0,0.509,67.8
FL3920,TAIL1169,AL4,0,0.558,64.8
FL3921,TAIL1169,AL4,0,0.637,77.0
FL3922,TAIL1169,AL4,0,0.724,69.5
FL3923,TAIL1169,AL4,0,0.842,42.8
FL3924,TAIL1169,AL4,0,0.804,46.7
FL3925,TAIL1169,AL4,0,0.559,68.0
FL3926,TAIL1169,AL4,0,0.582,73.3
FL3927,TAIL1169,AL4,0,0.735,61.8
FL3928,TAIL1169,AL4,1,0.972,59.2
FL3929,TAIL1169,AL4,0,0.761,75.5
FL3930,TAIL1169,AL4,0,0.791,63.6
FL3931,TAIL1169,AL4,1,0.878,56.7
FL3932,TAIL1169,AL4,0,0.574,101.7
FL3933,TAIL1169,AL4,0,0.7,73.2
FL3934,TAIL1169,AL4,0,0.69,77.4
FL3935,TAIL1169,AL4,1,0.875,87.9
FL3936,TAIL1169,AL4,0,0.646,68.7
FL3937,TAIL1169,AL4,0,0.701,67.4
FL3938,TAIL1169,AL4,0,0.696,63.1
FL3939,TAIL1169,AL4,0,0.755,70.5
FL3940,TAIL1170,AL4,1,1.8,14.7
FL3941,TAIL1170,AL4,1,1.8,41.1
FL3942,TAIL1170,AL4,1,1.48,17.8
FL3943,TAIL1170,AL4,0,0.368,73.9
FL3944,TAIL1170,AL4,0,0.488,65.9
FL3945,TAIL1170,AL4,0,0.562,55.7
FL3946,TAIL1170,AL4,0,0.602,64.4
FL3947,TAIL1170,AL4,0,0.709,62.9
FL3948,TAIL1170,AL4,1,0.874,39.5
FL3949,TAIL1170,AL4,0,0.593,70.3
FL3950,TAIL1170,AL4,0,0.619,86.3
FL3951,TAIL1170,AL4,0,0.722,76.5
FL3952,TAIL1170,AL4,0,0.798,74.0
FL3953,TAIL1170,AL4,0,0.646,58.7
FL3954,TAIL1170,AL4,0,0.639,74.6
FL3955,TAIL1170,AL4,0,0.719,69.5
FL3956,TAIL1170,AL4,0,0.757,46.2
FL3957,TAIL1170,AL4,1,0.884,60.9
FL3958,TAIL1171,AL4,1,1.799,31.7
FL3959,TAIL1171,AL4,0,0.768,65.2
FL3960,TAIL1171,AL4,0,0.857,50.1
FL3961,TAIL1171,AL4,1,1.003,52.0
FL3962,TAIL1171,AL4,1,0.885,55.8
FL3963,TAIL1171,AL4,0,0.595,52.1
FL3964,TAIL1171,AL4,0,0.527,48.3
FL3965,TAIL1171,AL4,0,0.581,75.2
FL3966,TAIL1171,AL4,0,0.658,71.2
FL3967,TAIL1171,AL4,0,0.795,50.5
FL3968,TAIL1171,AL4,1,1.148,45.4
FL3969,TAIL1171,AL4,0,0.837,56.5
FL3970,TAIL1171,AL4,0,0.761,65.4
FL3971,TAIL1171,AL4,0,0.792,53.0
FL3972,TAIL1171,AL4,0,0.628,79.5
FL3973,TAIL1171,AL4,0,0.752,37.2
FL3974,TAIL1171,AL4,0,0.815,62.6
FL3975,TAIL1171,AL4,0,0.633,67.5
FL3976,TAIL1171,AL4,0,0.822,18.3
FL3977,TAIL1172,AL1,1,1.8,58.6
FL3978,TAIL1172,AL1,1,1.78,41.3
FL3979,TAIL1172,AL1,0,0.436,79.2
FL3980,TAIL1172,AL1,0,0.571,91.0
FL3981,TAIL1172,AL1,0,0.695,83.6
FL3982,TAIL1172,AL1,0,0.683,67.8
FL3983,TAIL1172,AL1,0,0.734,51.8
FL3984,TAIL1172,AL1,0,0.781,70.1
FL3985,TAIL1172,AL1,1,0.867,56.2
FL3986,TAIL1172,AL1,0,0.451,87.3
FL3987,TAIL1172,AL1,0,0.414,86.3
FL3988,TAIL1172,AL1,0,0.513,104.0
FL3989,TAIL1172,AL1,0,0.61,67.8
FL3990,TAIL1172,AL1,0,0.822,57.6
FL3991,TAIL1172,AL1,0,0.64,82.2
FL3992,TAIL1172,AL1,0,0.631,48.6
FL3993,TAIL1172,AL1,0,0.697,57.5
FL3994,TAIL1173,AL3,1,1.8,39.7
FL3995,TAIL1173,AL3,1,1.8,13.8
FL3996,TAIL1173,AL3,1,1.779,55.6
FL3997,TAIL1173,AL3,0,0.488,86.4
FL3998,TAIL1173,AL3,0,0.694,47.6
FL3999,TAIL1173,AL3,1,0.996,34.0
FL4000,TAIL1173,AL3,0,0.584,74.0
FL4001,TAIL1173,AL3,0,0.735,60.4
FL4002,TAIL1173,AL3,1,0.991,58.8
FL4003,TAIL1173,AL3,0,0.521,88.5
FL4004,TAIL1173,AL3,0,0.595,82.5
FL4005,TAIL1173,AL3,0,0.64,66.1
FL4006,TAIL1173,AL3,1,0.934,41.1
FL4007,TAIL1173,AL3,0,0.76,58.3
FL4008,TAIL1173,AL3,0,0.554,84.4
FL4009,TAIL1173,AL3,0,0.645,74.3
FL4010,TAIL1173,AL3,0,0.646,64.3
FL4011,TAIL1173,AL3,0,0.84,66.9
FL4012,TAIL1174,AL4,1,1.8,32.9
FL4013,TAIL1174,AL4,1,1.8,7.1
FL4014,TAIL1174,AL4,0,0.394,64.9
FL4015,TAIL1174,AL4,0,0.781,63.8
FL4016,TAIL1174,AL4,1,0.941,59.5
FL4017,TAIL1174,AL4,0,0.556,42.7
FL4018,TAIL1174,AL4,0,0.736,81.0
FL4019,TAIL1174,AL4,0,0.797,70.0
FL4020,TAIL1174,AL4,0,0.57,75.2
FL4021,TAIL1174,AL4,0,0.619,74.2
FL4022,TAIL1174,AL4,0,0.774,65.0
FL4023,TAIL1174,AL4,0,0.791,57.2
FL4024,TAIL1174,AL4,0,0.849,67.9
FL4025,TAIL1174,AL4,0,0.776,68.7
FL4026,TAIL1174,AL4,1,0.887,50.5
FL4027,TAIL1174,AL4,0,0.616,74.2
FL4028,TAIL1174,AL4,0,0.694,57.7
FL4029,TAIL1174,AL4,0,0.747,69.9
FL4030,TAIL1174,AL4,1,0.969,51.9
FL4031,TAIL1174,AL4,0,0.818,63.7
FL4032,TAIL1174,AL4,0,0.695,51.5
FL4033,TAIL1175,AL3,1,1.8,18.9
FL4034,TAIL1175,AL3,1,1.8,52.2
FL4035,TAIL1175,AL3,1,1.276,35.8
FL4036,TAIL1175,AL3,1,1.052,33.5
FL4037,TAIL1175,AL3,1,1.247,48.8
FL4038,TAIL1175,AL3,0,0.622,65.6
FL4039,TAIL1175,AL3,1,0.866,65.5
FL4040,TAIL1175,AL3,1,0.995,64.9
FL4041,TAIL1175,AL3,1,1.011,67.1
FL4042,TAIL1175,AL3,1,1.037,41.2
FL4043,TAIL1175,AL3,0,0.726,70.5
FL4044,TAIL1176,AL4,1,1.8,19.3
FL4045,TAIL1176,AL4,1,1.392,64.6
FL4046,TAIL1176,AL4,1,1.375,33.7
FL4047,TAIL1176,AL4,0,0.615,72.4
FL4048,TAIL1176,AL4,0,0.863,56.5
FL4049,TAIL1176,AL4,0,0.682,79.9
FL4050,TAIL1176,AL4,0,0.752,53.4
FL4051,TAIL1176,AL4,0,0.836,75.3
FL4052,TAIL1176,AL4,0,0.701,89.8
FL4053,TAIL1176,AL4,0,0.831,55.6
FL4054,TAIL1176,AL4,0,0.706,80.2
FL4055,TAIL1176,AL4,1,0.973,38.0
FL4056,TAIL1176,AL4,0,0.541,55.8
FL4057,TAIL1176,AL4,0,0.688,60.7
FL4058,TAIL1176,AL4,0,0.684,54.3
FL4059,TAIL1176,AL4,0,0.697,74.3
FL4060,TAIL1176,AL4,0,0.753,63.6
FL4061,TAIL1176,AL4,1,1.052,52.8
FL4062,TAIL1176,AL4,0,0.613,63.9
FL4063,TAIL1176,AL4,0,0.831,60.0
FL4064,TAIL1176,AL4,0,0.781,44.7
FL4065,TAIL1176,AL4,0,0.51,68.7
FL4066,TAIL1177,AL2,1,1.8,43.4
FL4067,TAIL1177,AL2,1,1.622,35.4
FL4068,TAIL1177,AL2,1,1.508,37.2
FL4069,TAIL1177,AL2,1,1.385,40.7
FL4070,TAIL1177,AL2,0,0.601,94.5
FL4071,TAIL1177,AL2,0,0.725,58.1
FL4072,TAIL1177,AL2,1,0.932,36.7
FL4073,TAIL1177,AL2,0,0.852,56.9
FL4074,TAIL1177,AL2,0,0.655,50.0
FL4075,TAIL1177,AL2,0,0.703,72.0
FL4076,TAIL1177,AL2,1,0.993,54.6
FL4077,TAIL1177,AL2,0,0.608,82.4
FL4078,TAIL1177,AL2,0,0.608,74.3
FL4079,TAIL1177,AL2,0,0.703,76.3
FL4080,TAIL1177,AL2,0,0.669,55.0
FL4081,TAIL1177,AL2,0,0.701,65.5
FL4082,TAIL1178,AL2,1,1.8,30.8
FL4083,TAIL1178,AL2,1,0.9,57.4
FL4084,TAIL1178,AL2,1,0.997,50.7
FL4085,TAIL1178,AL2,0,0.498,68.8
FL4086,TAIL1178,AL2,0,0.501,85.7
FL4087,TAIL1178,AL2,0,0.593,67.5
FL4088,TAIL1178,AL2,0,0.708,66.8
FL4089,TAIL1178,AL2,0,0.802,67.0
FL4090,TAIL1178,AL2,1,1.129,40.9
FL4091,TAIL1178,AL2,0,0.654,58.3
FL4092,TAIL1178,AL2,0,0.658,49.1
FL4093,TAIL1178,AL2,1,0.925,48.7
FL4094,TAIL1179,AL1,1,1.8,27.7
FL4095,TAIL1179,AL1,1,1.397,49.5
FL4096,TAIL1179,AL1,0,0.665,50.1
FL4097,TAIL1179,AL1,0,0.76,66.8
FL4098,TAIL1179,AL1,0,0.803,47.5
FL4099,TAIL1179,AL1,0,0.661,67.6
FL4100,TAIL1179,AL1,0,0.69,73.0
FL4101,TAIL1179,AL1,0,0.794,45.5
FL4102,TAIL1179,AL1,0,0.677,65.8
FL4103,TAIL1179,AL1,0,0.795,70.8
FL4104,TAIL1179,AL1,0,0.564,64.9
FL4105,TAIL1179,AL1,0,0.598,73.8
FL4106,TAIL1179,AL1,0,0.591,77.7
FL4107,TAIL1179,AL1,0,0.676,54.3
FL4108,TAIL1179,AL1,0,0.774,66.6
FL4109,TAIL1179,AL1,0,0.847,58.7
FL4110,TAIL1179,AL1,0,0.605,75.4
FL4111,TAIL1179,AL1,0,0.663,75.3
FL4112,TAIL1180,AL4,1,1.8,48.9
FL4113,TAIL1180,AL4,1,1.074,42.6
FL4114,TAIL1180,AL4,0,0.328,86.4
FL4115,TAIL1180,AL4,0,0.355,64.6
FL4116,TAIL1180,AL4,0,0.433,86.1
FL4117,TAIL1180,AL4,0,0.479,71.9
FL4118,TAIL1180,AL4,0,0.723,61.5
FL4119,TAIL1180,AL4,1,1.046,59.5
FL4120,TAIL1180,AL4,0,0.813,68.8
FL4121,TAIL1180,AL4,0,0.622,72.3
FL4122,TAIL1180,AL4,0,0.703,81.7
FL4123,TAIL1180,AL4,1,0.939,54.0
FL4124,TAIL1180,AL4,0,0.727,48.1
FL4125,TAIL1180,AL4,0,0.733,48.7
FL4126,TAIL1180,AL4,0,0.835,68.0
FL4127,TAIL1180,AL4,0,0.737,51.9
FL4128,TAIL1180,AL4,1,0.916,43.4
FL4129,TAIL1181,AL3,1,1.8,29.7
FL4130,TAIL1181,AL3,1,1.8,40.8
FL4131,TAIL1181,AL3,1,1.777,39.7
FL4132,TAIL1181,AL3,1,1.746,15.9
FL4133,TAIL1181,AL3,1,1.38,34.5
FL4134,TAIL1181,AL3,0,0.639,98.5
FL4135,TAIL1181,AL3,0,0.81,54.2
FL4136,TAIL1181,AL3,0,0.821,57.8
FL4137,TAIL1181,AL3,1,1.053,58.5
FL4138,TAIL1181,AL3,1,1.085,47.6
FL4139,TAIL1181,AL3,0,0.743,75.9
FL4140,TAIL1181,AL3,0,0.843,64.3
FL4141,TAIL1181,AL3,0,0.589,73.1
FL4142,TAIL1181,AL3,0,0.68,78.0
FL4143,TAIL1181,AL3,0,0.835,58.6
FL4144,TAIL1181,AL3,0,0.695,45.9
FL4145,TAIL1182,AL1,1,1.8,35.3
FL4146,TAIL1182,AL1,0,0.789,73.4
FL4147,TAIL1182,AL1,1,0.883,59.9
FL4148,TAIL1182,AL1,0,0.752,60.0
FL4149,TAIL1182,AL1,0,0.801,78.5
FL4150,TAIL1182,AL1,1,0.868,60.4
FL4151,TAIL1182,AL1,0,0.785,64.1
FL4152,TAIL1182,AL1,0,0.768,54.8
FL4153,TAIL1182,AL1,0,0.854,61.4
FL4154,TAIL1182,AL1,0,0.637,95.5
FL4155,TAIL1182,AL1,0,0.703,72.1
FL4156,TAIL1182,AL1,1,0.951,56.7
FL4157,TAIL1182,AL1,0,0.567,77.7
FL4158,TAIL1182,AL1,0,0.647,51.3
FL4159,TAIL1182,AL1,1,0.993,81.9
FL4160,TAIL1182,AL1,0,0.606,57.2
FL4161,TAIL1182,AL1,0,0.704,45.0
FL4162,TAIL1182,AL1,0,0.714,46.4
FL4163,TAIL1182,AL1,0,0.82,70.2
FL4164,TAIL1182,AL1,1,1.009,43.6
FL4165,TAIL1182,AL1,0,0.436,84.9
FL4166,TAIL1182,AL1,0,0.567,62.8
FL4167,TAIL1182,AL1,0,0.713,65.4
FL4168,TAIL1183,AL1,1,1.8,20.5
FL4169,TAIL1183,AL1,1,1.8,52.1
FL4170,TAIL1183,AL1,1,1.006,57.2
FL4171,TAIL1183,AL1,0,0.381,73.6
FL4172,TAIL1183,AL1,0,0.44,88.3
FL4173,TAIL1183,AL1,0,0.537,82.5
FL4174,TAIL1183,AL1,0,0.816,60.9
FL4175,TAIL1183,AL1,0,0.847,46.9
FL4176,TAIL1183,AL1,0,0.574,50.2
FL4177,TAIL1183,AL1,0,0.671,68.6
FL4178,TAIL1183,AL1,0,0.764,82.1
FL4179,TAIL1183,AL1,0,0.734,79.6
FL4180,TAIL1183,AL1,0,0.846,33.3
FL4181,TAIL1183,AL1,0,0.56,71.0
FL4182,TAIL1183,AL1,0,0.616,57.1
FL4183,TAIL1183,AL1,0,0.634,63.0
FL4184,TAIL1183,AL1,0,0.741,64.0
FL4185,TAIL1183,AL1,0,0.839,56.0
FL4186,TAIL1183,AL1,0,0.791,47.4
FL4187,TAIL1183,AL1,0,0.806,69.3
FL4188,TAIL1183,AL1,0,0.812,70.5
FL4189,TAIL1184,AL3,1,1.8,34.8
FL4190,TAIL1184,AL3,1,1.8,21.7
FL4191,TAIL1184,AL3,1,1.8,55.4
FL4192,TAIL1184,AL3,1,1.5,39.0
FL4193,TAIL1184,AL3,0,0.414,73.9
FL4194,TAIL1184,AL3,0,0.492,65.6
FL4195,TAIL1184,AL3,0,0.748,65.6
FL4196,TAIL1184,AL3,0,0.838,24.2
FL4197,TAIL1184,AL3,0,0.595,79.1
FL4198,TAIL1184,AL3,0,0.859,43.6
FL4199,TAIL1184,AL3,0,0.506,102.0
FL4200,TAIL1184,AL3,0,0.523,101.2
FL4201,TAIL1184,AL3,0,0.607,74.1
FL4202,TAIL1184,AL3,0,0.662,80.8
FL4203,TAIL1184,AL3,1,0.885,68.1
FL4204,TAIL1184,AL3,0,0.809,76.5
FL4205,TAIL1184,AL3,1,1.036,45.2
FL4206,TAIL1184,AL3,0,0.47,92.5
FL4207,TAIL1184,AL3,0,0.637,68.9
FL4208,TAIL1185,AL4,1,1.8,35.7
FL4209,TAIL1185,AL4,1,1.8,35.7
FL4210,TAIL1185,AL4,1,1.553,33.1
FL4211,TAIL1185,AL4,1,1.455,48.2
FL4212,TAIL1185,AL4,0,0.53,83.7
FL4213,TAIL1185,AL4,0,0.564,51.1
FL4214,TAIL1185,AL4,0,0.731,80.3
